Mode	X(mm)	Y(mm)	Z(mm)	Pmod	tParam
1	415.93178	2.57593	100.284	0.0	115.0
0	415.1807988505003	2.9705417716601925	100.284	1.0	0.06377482599323007
0	414.23577754081197	3.4671142003040027	100.284	1.0	0.06377442838745588
0	413.29961986369545	3.959029130214491	100.284	1.0	0.06377761928925191
0	412.2998924395983	4.484347522377977	100.284	1.0	0.06377560476566614
0	411.39190643543327	4.961459319371728	100.284	1.0	0.06377393302136433
0	410.566064287269	5.395407672690424	100.284	1.0	0.06377508257405938
0	409.59044368551713	5.908058854923155	100.284	1.0	0.06377562747325673
0	408.6788444808132	6.387069250126668	100.284	1.0	0.06377623392046465
0	407.74076729091047	6.879992810336091	100.284	1.0	0.06377817052764788
0	406.8123441211975	7.367843553453808	100.284	1.0	0.06377613657308953
0	406.2945644890323	7.605730328151986	100.284	1.0	0.03386323167422885
0	406.04963659942075	7.448732460525513	100.284	1.0	0.015970375983242142
0	405.8157520317329	7.29597224174926	100.284	1.0	0.02337439361076726
0	405.55855884005916	7.079064173829068	100.284	1.0	0.020586543490113608
0	405.30686817241013	6.84321154787617	100.284	1.0	0.023185499621437358
0	405.03420885222386	6.577736122751715	100.284	1.0	0.021349510177546445
0	404.7501932800308	6.257743327721105	100.284	1.0	0.020103236028977553
0	404.52153179041915	6.005276764208221	100.284	1.0	0.022081345257832934
0	404.28839212564543	5.702648545519203	100.284	1.0	0.022205447309194208
0	404.08208222334	5.388516210153483	100.284	1.0	0.023344525786364527
0	403.8950245726707	5.100293788063338	100.284	1.0	0.02063358893910821
0	403.71669393984075	4.773069703865646	100.284	1.0	0.021522640554004727
0	403.5558343251759	4.461666480235492	100.284	1.0	0.02133779599666315
0	403.4663288285064	4.025386100830045	100.284	1.0	0.025917872905563077
0	403.29232446186	3.8161987371684463	100.284	1.0	0.01710442081657243
0	403.1718188900936	3.4464788201693914	100.284	1.0	0.022039477768264776
0	403.0951171831295	3.1374894415437002	100.284	1.0	0.02026940684275755
0	403.004823336483	2.6946727153302765	100.284	1.0	0.026419963956900477
0	402.9355749456994	2.374258848368522	100.284	1.0	0.01868431164844318
0	402.9028393524953	2.0616758234493484	100.284	1.0	0.02015993866998479
0	402.87888993617224	1.7143404610492845	100.284	1.0	0.021316533671185276
0	402.87097830574146	1.2938211981799799	100.284	1.0	0.023825958020699724
0	402.8785565627883	1.0369346053035733	100.284	1.0	0.018984311461095107
0	402.90635660392576	0.6574708055602076	100.284	1.0	0.021989004788098343
0	402.943772647848	0.3282774458782126	100.284	1.0	0.023218107681128617
0	403.0109812098751	-0.053885504735643214	100.284	1.0	0.022507346409640003
0	403.0752903756376	-0.3874823029966704	100.284	1.0	0.024011594188037774
0	403.1691178106199	-0.7804903367392271	100.284	1.0	0.02212863491688559
0	403.27204666021487	-1.0549641795231417	100.284	1.0	0.02042006277872794
0	403.3987654379073	-1.3891290521609538	100.284	1.0	0.020486824842255415
0	403.57129383363474	-1.8050708299630736	100.284	1.0	0.023413972230016036
0	403.69858529941826	-2.0340540250587313	100.284	1.0	0.01919048166574728
0	403.8740012057154	-2.3772001387631976	100.284	1.0	0.020722979521219587
0	404.04355778140535	-2.6857990832696714	100.284	1.0	0.021055045514423616
0	404.22046538523927	-3.030888059355299	100.284	1.0	0.02692821257745979
0	404.4509946153846	-3.2343005872720507	100.284	1.0	0.016583765319849834
0	404.66819157182647	-3.468295600302992	100.284	1.0	0.021921252279404294
0	404.933972642808	-3.7997720965544093	100.284	1.0	0.022923403589123526
0	405.1686000934392	-4.017077807454047	100.284	1.0	0.02234593222674694
0	405.44031036181093	-4.274644374022629	100.284	1.0	0.022947546747525523
0	405.7580532786885	-4.537885154619062	100.284	1.0	0.020519537435897524
0	406.06453207878315	-4.76584128266488	100.284	1.0	0.020900371948075713
0	406.38739508732044	-4.979528691109994	100.284	1.0	0.02389946304338268
0	406.6644364392592	-5.156876436792634	100.284	1.0	0.020310780337784048
0	407.0421183579445	-5.377463895652173	100.284	1.0	0.024283998861394703
0	407.3191286094109	-5.480251600272967	100.284	1.0	0.018350629334670146
0	407.66385399341743	-5.472696343529412	100.284	1.0	0.020343652772818823
0	408.0532322324159	-5.363754244983002	100.284	1.0	0.024559227783632554
0	408.35997606946984	-5.280377699446725	100.284	1.0	0.01913592383151653
0	408.7141823732039	-5.192022042198993	100.284	1.0	0.021694759799144755
0	409.11558813369885	-5.083797581550963	100.284	1.0	0.024276560272291574
0	409.46049805990015	-4.968868373966277	100.284	1.0	0.02062651527353465
0	409.8045908267427	-4.897937946952071	100.284	1.0	0.02273893606445863
0	410.1134644679136	-4.811335074511422	100.284	1.0	0.01911721506351523
0	410.43623895676933	-4.737056805939226	100.284	1.0	0.01981908612197634
0	410.81410225727467	-4.63432398609118	100.284	1.0	0.02381366325994003
0	411.1386508140238	-4.542871096761375	100.284	1.0	0.02114001189875218
0	411.3834538148984	-4.479638278513456	100.284	1.0	0.021321715086935797
